cust_id,credit_score,credit_utilisation,outstanding_debt,credit_inquiries_last_6_months,credit_limit
1,749,0.5851705682198183,19571.0,0.0,40000.0
2,587,0.1079280869507847,161644.0,2.0,1250.0
3,544,0.8548070565373214,513.0,4.0,1000.0
4,504,0.3369377587555978,224.0,2.0,1000.0
5,708,0.5861508144678577,18090.0,2.0,40000.0
6,442,0.7054093853183323,246.0,4.0,500.0
7,747,0.5239651468723404,15544.0,4.0,40000.0
8,482,0.1217747773691156,76.0,2.0,750.0
9,537,0.4489235662658547,341.0,0.0,1000.0
10,567,0.5334023122978747,522.0,0.0,1250.0
11,679,0.5574504394556169,9187.0,2.0,
12,429,0.6276446513444089,263.0,0.0,500.0
13,476,0.8224980913390455,318.0,3.0,750.0
14,623,0.7684678726630445,1004.0,3.0,1500.0
15,640,0.3498374585380004,366.0,3.0,1500.0
16,347,0.5316604430927386,190.0,0.0,500.0
17,702,0.8944234935870203,18444.0,0.0,40000.0
18,546,0.3973314867556144,342.0,1.0,1000.0
19,447,0.7956495982637568,292.0,1.0,500.0
20,647,0.439132356701675,205014.0,3.0,1500.0
21,381,0.7147100384410582,307.0,0.0,500.0
22,785,0.8970890698698556,36083.0,3.0,60000.0
23,371,0.8867898921200735,248.0,4.0,500.0
24,489,0.8350590413789447,374.0,0.0,750.0
25,673,0.149050990395285,1626.0,4.0,20000.0
26,758,0.2508110094072592,190838.0,2.0,60000.0
27,766,0.830907615885575,31344.0,3.0,60000.0
28,729,0.1497481990850127,3453.0,2.0,40000.0
29,724,0.3061215492114371,9593.0,0.0,40000.0
30,798,0.2225968294177422,7238.0,2.0,60000.0
31,437,0.8672075759347069,226.0,3.0,500.0
32,768,0.7477929207232306,35109.0,2.0,60000.0
33,516,0.2841279150033242,253.0,0.0,1000.0
34,396,0.2578303027297995,109.0,1.0,500.0
35,414,0.8794718441952832,323.0,2.0,500.0
36,790,0.1125352309605614,4261.0,1.0,
37,417,0.5324012602969961,224.0,1.0,500.0
38,514,0.29697101820558,238.0,2.0,
39,734,0.5730233500146559,122758.0,3.0,40000.0
40,780,0.6653270440987057,24600.0,4.0,60000.0
41,741,0.3584137208737288,8206.0,4.0,40000.0
42,530,0.1657745584568242,137.0,2.0,1000.0
43,397,0.6291773707844341,282.0,1.0,500.0
44,435,0.3470836004015658,114.0,1.0,500.0
45,757,0.7243755950930489,22504.0,2.0,60000.0
46,761,0.59604058861844,24234.0,2.0,
47,604,0.146441199768176,194.0,2.0,1500.0
48,504,0.5039836976434086,426.0,0.0,1000.0
49,733,0.8005722091317826,23896.0,2.0,40000.0
50,357,0.7633775490353587,233.0,0.0,500.0
51,535,0.4832635203120451,253.0,1.0,1000.0
52,549,0.6890888696831078,423.0,3.0,1000.0
53,761,0.6641700603820173,20543.0,2.0,60000.0
54,613,0.6392172221955718,720.0,2.0,1500.0
55,630,0.8410853604710052,688.0,2.0,1500.0
56,429,0.1983740135138688,74.0,3.0,500.0
57,612,0.654142165635435,536.0,3.0,1500.0
58,481,0.3189937229431948,144.0,0.0,750.0
59,539,0.2124372982378056,184.0,0.0,1000.0
60,438,0.4291778526517542,146.0,1.0,500.0
61,793,0.1947085021511352,7333.0,0.0,60000.0
62,356,0.4974139948312017,185.0,1.0,500.0
63,344,0.4445940535394771,182.0,2.0,500.0
64,559,0.7562323543156535,688.0,4.0,1250.0
65,734,0.4737149828191633,13631.0,0.0,
66,334,0.7472724692618871,286.0,4.0,500.0
67,429,0.2296381508084006,69.0,4.0,500.0
68,388,0.1383048460683479,59.0,2.0,500.0
69,611,0.6804481036426474,721.0,2.0,1500.0
70,518,0.506121977528206,435.0,0.0,1000.0
71,303,0.4368637892966701,184.0,3.0,500.0
72,625,0.6703707283063457,845.0,1.0,1500.0
73,323,0.8588353755787062,216.0,1.0,
74,754,0.6906553820947735,28215.0,1.0,60000.0
75,592,0.6274419185578048,689.0,3.0,1250.0
76,390,0.4960110821713316,175.0,3.0,500.0
77,750,0.1971591122557194,4399.0,3.0,40000.0
78,349,0.1633846803492993,47.0,0.0,500.0
79,632,0.1376281507682472,132.0,3.0,1500.0
80,790,0.3550735285048728,13210.0,4.0,60000.0
81,407,0.3816735824996365,149.0,0.0,500.0
82,770,0.4402594469411101,22388.0,4.0,60000.0
83,558,0.7154786959739753,738.0,2.0,1250.0
84,733,0.525566630513701,16663.0,1.0,
85,664,0.2096296360665049,3559.0,3.0,20000.0
86,512,0.1952975819399564,155.0,1.0,1000.0
87,695,0.617856682356921,8519.0,3.0,20000.0
88,789,0.1119616606011928,3928.0,4.0,60000.0
89,791,0.6887251582013245,32441.0,1.0,60000.0
90,418,0.3981633046584625,101.0,4.0,500.0
91,465,0.899648367005444,506.0,4.0,750.0
92,311,0.5617018163744624,215.0,4.0,500.0
93,711,0.7921272845394307,24788.0,1.0,40000.0
94,737,0.7399476920545486,137058.0,2.0,40000.0
95,406,0.3892000933117997,165.0,0.0,500.0
96,542,0.6813561458435287,562.0,0.0,1000.0
97,758,0.8508083403187588,37954.0,4.0,60000.0
98,492,0.3307684928237774,166.0,3.0,750.0
99,472,0.3063933604035936,167.0,4.0,750.0
100,783,0.2554563935367458,12135.0,0.0,60000.0
101,774,0.8182065052380664,28936.0,3.0,60000.0
102,535,0.2085478023015251,147.0,0.0,1000.0
103,780,0.4240942146047718,17751.0,4.0,60000.0
104,792,0.4666279663460676,21866.0,0.0,60000.0
105,633,0.4956689405725182,427.0,3.0,1500.0
106,553,0.8170038338124413,678.0,1.0,1250.0
107,756,0.3345247598097443,13432.0,1.0,60000.0
108,500,0.776229766157609,448.0,2.0,
109,755,0.5445358853346636,26511.0,3.0,60000.0
110,724,0.8024137644157899,16454.0,0.0,40000.0
111,750,0.3711129661146783,9350.0,2.0,40000.0
112,444,0.2854206829610028,124.0,0.0,500.0
113,765,0.3023220127405315,10851.0,2.0,60000.0
114,578,0.2541254777157594,188.0,3.0,1250.0
115,619,0.1289096378435649,151.0,1.0,
116,315,0.2984353200516132,107.0,1.0,500.0
117,372,0.60442696001061,252.0,4.0,500.0
118,767,0.5571838707737261,28154.0,0.0,60000.0
119,556,0.1640546559668846,113.0,2.0,1250.0
120,741,0.4439822279096344,12466.0,3.0,40000.0
121,601,0.8357295784763116,1062.0,4.0,1500.0
122,777,0.2607055741259584,8342.0,3.0,60000.0
123,775,0.2183658427709141,7121.0,3.0,60000.0
124,736,0.2082662878035677,6535.0,0.0,40000.0
125,585,0.768234969878147,741.0,1.0,1250.0
126,320,0.4963164735766177,192.0,4.0,500.0
127,522,0.2876781917858517,204.0,4.0,
128,452,0.7713913930538839,335.0,0.0,750.0
129,302,0.6172423169577389,221.0,4.0,500.0
130,493,0.8746318723682619,438.0,0.0,750.0
131,323,0.3771635958785054,137.0,3.0,500.0
132,340,0.4032580125884097,128.0,3.0,500.0
133,470,0.1155344517054526,57.0,0.0,750.0
134,328,0.2148257011782521,90.0,3.0,500.0
135,594,0.1302227380487172,95.0,2.0,1250.0
136,643,0.3286935296692564,375.0,4.0,1500.0
137,589,0.5263924193529265,503.0,4.0,1250.0
138,778,0.1875984172484646,10127.0,4.0,60000.0
139,504,0.356472080671688,289.0,3.0,1000.0
140,766,0.4821091083841456,19392.0,1.0,60000.0
141,520,0.2106815397830947,145.0,3.0,
142,323,0.4410347125378254,163.0,2.0,500.0
143,311,0.6222517463063062,178.0,4.0,500.0
144,618,0.7510411072651847,783.0,3.0,1500.0
145,728,0.2339568271738834,5416.0,4.0,40000.0
146,593,0.7379788746419462,473.0,0.0,1250.0
147,655,0.6491709315524445,8501.0,1.0,20000.0
148,592,0.8371605985617644,690.0,1.0,1250.0
149,760,0.2140810655687722,10153.0,0.0,60000.0
150,575,0.3065240459789381,278.0,0.0,1250.0
151,320,0.3247226353373287,142.0,2.0,500.0
152,726,0.1325796428883518,3518.0,1.0,40000.0
153,681,0.1476122310793183,2129.0,3.0,20000.0
154,347,0.7719105693421595,260.0,4.0,500.0
155,713,0.667237877989016,21325.0,0.0,40000.0
156,448,0.8530861184434876,378.0,4.0,500.0
157,771,0.3188861054388935,14636.0,0.0,60000.0
158,759,0.8615498319770927,45736.0,3.0,60000.0
159,551,0.1597124063278723,175.0,0.0,1250.0
160,709,0.7597945076607004,18244.0,0.0,
161,771,0.7251294569180864,27341.0,1.0,60000.0
162,766,0.4412061293059008,15052.0,1.0,60000.0
163,504,0.8674393242297667,653.0,2.0,1000.0
164,556,0.4468684999659223,454.0,0.0,1250.0
165,503,0.7052349510420212,373.0,4.0,1000.0
166,555,0.7263144997288351,666.0,2.0,1250.0
167,778,0.2761828722464861,13651.0,1.0,60000.0
168,737,0.4897970780574584,12421.0,2.0,
169,798,0.8892624046473128,26890.0,3.0,60000.0
170,460,0.2080090570725287,133.0,3.0,750.0
171,767,0.3821495131680462,15517.0,0.0,60000.0
172,771,0.349530310339208,17139.0,4.0,60000.0
173,770,0.1561568113913616,4958.0,3.0,60000.0
174,434,0.2658270518271689,111.0,4.0,500.0
175,550,0.7049686955844463,516.0,0.0,1000.0
176,754,0.4539981971011264,23778.0,1.0,60000.0
177,717,0.8364368151001197,18794.0,3.0,40000.0
178,743,0.1093974463817296,2898.0,3.0,40000.0
179,469,0.5249272719901411,326.0,4.0,750.0
180,786,0.6500440740884769,27468.0,1.0,60000.0
181,752,0.6950245998979292,36093.0,3.0,60000.0
182,725,0.2940498365973874,9209.0,0.0,40000.0
183,696,0.3304993465171171,3350.0,0.0,20000.0
184,479,0.711052063093804,304.0,3.0,750.0
185,741,0.4657761775873871,12981.0,4.0,40000.0
186,502,0.8549066141208149,710.0,2.0,1000.0
187,550,0.8790766913539664,615.0,3.0,1000.0
188,483,0.5417149718795766,317.0,2.0,750.0
189,637,0.1631388607671312,206.0,4.0,1500.0
190,550,0.6659240826938936,448.0,0.0,1000.0
191,794,0.3407001927352336,16522.0,0.0,
192,557,0.2825962412747154,218.0,0.0,1250.0
193,534,0.7879367738087318,450.0,0.0,1000.0
194,332,0.2430926457258873,82.0,4.0,500.0
195,577,0.1391730430648197,156.0,1.0,1250.0
196,548,0.5837159269981729,432.0,3.0,1000.0
197,516,0.215086713803599,146.0,0.0,1000.0
198,430,0.1460976907620108,42.0,4.0,500.0
199,301,0.1089095691546647,37.0,2.0,500.0
200,419,0.4826585718157987,152.0,4.0,500.0
201,451,0.3196379392142405,159.0,4.0,750.0
202,561,0.6979719949037085,458.0,0.0,1250.0
203,732,0.1749497255708378,6107.0,1.0,40000.0
204,536,0.6632051638436172,566.0,2.0,1000.0
205,303,0.3643602585706896,187849.0,0.0,500.0
206,703,0.3856157834741641,13786.0,2.0,40000.0
207,771,0.1624777787336399,6595.0,3.0,
208,698,0.4055853696408856,5059.0,4.0,20000.0
209,637,0.6194529259327217,520.0,3.0,1500.0
210,358,0.2590168424446625,112.0,3.0,500.0
211,405,0.6332325888950284,160.0,2.0,500.0
212,337,0.6086997284284129,226.0,4.0,
213,786,0.2367614525596131,12543.0,1.0,60000.0
214,698,0.3532817996383866,6171.0,1.0,20000.0
215,721,0.6344231380180472,16308.0,3.0,40000.0
216,499,0.3180533674250396,164.0,1.0,750.0
217,302,0.8841416795436798,328.0,0.0,500.0
218,329,0.6703720941917564,243.0,0.0,500.0
219,641,0.1186657674206112,147.0,0.0,1500.0
220,531,0.538812038697725,467.0,4.0,1000.0
221,750,0.1915353948669708,6716.0,3.0,40000.0
222,434,0.6192895789035842,203.0,0.0,500.0
223,793,0.3090083226136669,11478.0,2.0,60000.0
224,741,0.1082205402251675,3784.0,4.0,40000.0
225,629,0.264933891063922,300.0,0.0,1500.0
226,657,0.2453722180910808,2581.0,3.0,20000.0
227,352,0.7096518491374455,237.0,3.0,500.0
228,359,0.144484233795936,62.0,1.0,500.0
229,771,0.148006775464316,5156.0,2.0,60000.0
230,449,0.8375047818399942,331.0,1.0,500.0
231,744,0.2516824220052294,5463.0,0.0,40000.0
232,390,0.863347338687818,235.0,4.0,500.0
233,771,0.4827344123602066,16494.0,2.0,60000.0
234,735,0.3717922867245654,12437.0,2.0,40000.0
235,767,0.8281546715021562,25627.0,2.0,60000.0
236,751,0.1504623354677161,5386.0,0.0,60000.0
237,611,0.5881288558317258,770.0,0.0,1500.0
238,771,0.722431266246893,36090.0,0.0,60000.0
239,533,0.414470370983154,247.0,2.0,1000.0
240,338,0.5781160494940761,170.0,0.0,500.0
241,366,0.8937139360224644,312.0,2.0,500.0
242,581,0.7844355643213484,527.0,3.0,1250.0
243,658,0.8426856942239214,8563.0,3.0,20000.0
244,574,0.8273194504715587,772.0,0.0,1250.0
245,423,0.4474557119915254,192.0,4.0,500.0
246,430,0.7444347386356791,263.0,2.0,500.0
247,554,0.8720530153967497,596.0,2.0,1250.0
248,347,0.5260251424479007,149.0,2.0,500.0
249,694,0.8436265437466709,8577.0,1.0,20000.0
250,538,0.1071012840363273,83.0,1.0,1000.0
251,748,0.3241207193164342,10977.0,3.0,40000.0
252,761,0.5931404626057665,30264.0,2.0,60000.0
253,366,0.389115001193688,168.0,1.0,500.0
254,650,0.3330949490441059,327.0,4.0,1500.0
255,448,0.8178282180646631,300.0,0.0,500.0
256,552,0.136208153601533,117.0,2.0,1250.0
257,781,0.3792570777225267,16090.0,2.0,60000.0
258,728,0.3593515586764138,8754.0,4.0,40000.0
259,427,0.3394280028294388,136.0,4.0,
260,788,0.4729114682938713,20089.0,4.0,60000.0
261,732,0.4849567365967093,11141.0,1.0,40000.0
262,363,0.629760257298007,238.0,0.0,500.0
263,775,0.6321889347391025,25957.0,0.0,60000.0
264,739,0.3088498133733818,6635.0,2.0,40000.0
265,444,0.4717188111982263,209.0,0.0,500.0
266,683,0.2188556600268058,3826.0,1.0,20000.0
267,480,0.4464080928409584,216.0,0.0,750.0
268,377,0.649441833942289,269.0,1.0,500.0
269,489,0.6647715385417539,314.0,2.0,750.0
270,496,0.8135198580055439,363.0,0.0,750.0
271,675,0.1325102805368616,1399.0,0.0,20000.0
272,703,0.4468862678550864,154568.0,1.0,40000.0
273,769,0.8877195854501084,30578.0,2.0,60000.0
274,692,0.5272472744151733,5283.0,2.0,20000.0
275,798,0.4919952853347243,19365.0,4.0,
276,764,0.501542588812122,23821.0,0.0,60000.0
277,781,0.4595445312232833,24618.0,1.0,
278,737,0.1698251518858232,4411.0,4.0,40000.0
279,741,0.3529317179292524,10846.0,1.0,
280,779,0.5599367334084252,28592.0,2.0,60000.0
281,332,0.6316012564533617,265.0,3.0,500.0
282,654,0.5800890816167545,9836.0,0.0,20000.0
283,638,0.5568906444532694,540.0,1.0,1500.0
284,465,0.8885915115520618,349.0,4.0,750.0
285,792,0.7392879942746814,37597.0,1.0,60000.0
286,415,0.887288037003882,326.0,4.0,500.0
287,323,0.300889212856508,88.0,4.0,500.0
288,490,0.6149119600111916,385.0,2.0,750.0
289,507,0.1991672806613473,161.0,2.0,1000.0
290,530,0.6842199190181171,611.0,2.0,1000.0
291,640,0.6854980731031979,671.0,2.0,1500.0
